tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent,brand_reply,order_id
100025,cust_25,True,2024-07-21,"@ShopHelp I was charged twice for order 946721, please refund the duplicate charge immediately",200025,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,946721
100026,cust_26,True,2024-06-13,"@ShopHelp I returned item from order 589710 over 2 weeks ago and still no refund, this is ridiculous",200026,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,589710
100027,cust_27,True,2024-03-18,"@ShopHelp order 299448 arrived completely crushed, box was soaking wet too",200027,,delivery_issue,So sorry to hear that! Send us a DM with order #299448 and we'll start a lost package claim right away. ^RT,299448
100028,cust_28,True,2024-09-10,"@ShopHelp I returned item from order 179046 over 2 weeks ago and still no refund, this is ridiculous",200028,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,179046
100029,cust_29,True,2024-08-16,"@ShopHelp fast shipping on order 890170, really impressed, will order again",200029,,praise_feedback,We're so glad to hear that! Thanks for the kind words. ^KM,890170
100030,cust_30,True,2024-05-24,"@ShopHelp need to cancel order 161483 ASAP, ordered wrong size",200030,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,161483
100031,cust_31,True,2024-05-16,"@ShopHelp order 830429 arrived completely crushed, box was soaking wet too",200031,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",830429
100032,cust_32,True,2024-01-11,"@ShopHelp love the new app redesign, so much easier to track orders now",200032,,praise_feedback,We're so glad to hear that! Thanks for the kind words. ^KM,707314
100033,cust_33,True,2024-03-12,"@ShopHelp the jacket I got in order 627276 stopped working after 2 days, this is so disappointing",200033,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,627276
100034,cust_34,True,2024-01-12,"@ShopHelp the backpack I got in order 808011 stopped working after 2 days, this is so disappointing",200034,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,808011
100035,cust_35,True,2024-06-17,"@ShopHelp need a refund on order 712024, product is defective, already contacted support twice with no response",200035,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,712024
100036,cust_36,True,2024-01-24,"@ShopHelp courier marked 237235 as delivered 6 days ago, nothing on my porch, checked with neighbors too",200036,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",237235
100037,cust_37,True,2024-09-18,"@ShopHelp headphones from order 690341 is missing parts, can barely use it",200037,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,690341
100038,cust_38,True,2024-03-24,"Hi @ShopHelp, can you tell me the status of order #465962? No shipping confirmation yet.",200038,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",465962
100039,cust_39,True,2024-09-19,"@ShopHelp there's a charge on my card from you that I don't recognize at all, order 837715?? I never ordered this",200039,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,837715
100040,cust_40,True,2024-09-14,"@ShopHelp your customer service is honestly the worst, been on hold for 40 minutes",200040,,general_complaint,We're really sorry to hear that and we want to make this right. Can you DM us more details so we can look into what happened? ^KM,208618
100041,cust_41,True,2024-05-26,"@ShopHelp order 734210 arrived completely crushed, box was soaking wet too",200041,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,734210
100042,cust_42,True,2024-01-10,"@ShopHelp refund for 987204 still hasn't hit my card after 2 days, your policy says 5-7 business days",200042,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,987204
100043,cust_43,True,2024-07-27,"@ShopHelp this is unacceptable, order 237174 was supposed to arrive 6 days ago and now tracking just stopped updating",200043,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,237174
100044,cust_44,True,2024-09-14,@ShopHelp hey where is my order #178898? placed it 4 days ago and tracking hasn't moved,200044,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",178898
100045,cust_45,True,2024-04-17,"@ShopHelp I returned item from order 143860 over 2 weeks ago and still no refund, this is ridiculous",200045,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,143860
100046,cust_46,True,2024-04-15,"@ShopHelp backpack from order 470858 is missing parts, can barely use it",200046,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,470858
100047,cust_47,True,2024-06-23,"@ShopHelp just wanted to say your support team was super helpful resolving my order 950155 today, thank you!",200047,,praise_feedback,"That means a lot, thank you for sharing! 😊 ^AS",950155
100048,cust_48,True,2024-07-11,"@ShopHelp I was charged twice for order 870763, please refund the duplicate charge immediately",200048,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,870763
100049,cust_49,True,2024-04-17,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200049,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,333238
100050,cust_50,True,2024-05-21,"Hi @ShopHelp, can you tell me the status of order #302511? No shipping confirmation yet.",200050,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,302511
100051,cust_51,True,2024-05-15,"@ShopHelp the coffee maker I got in order 519093 stopped working after 2 days, this is so disappointing",200051,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,519093
100052,cust_52,True,2024-06-20,"@ShopHelp headphones from order 378361 is missing parts, can barely use it",200052,,product_defect,That's not the experience we want for you — DM us order #378361 with photos and we'll get this sorted quickly. ^KM,378361
100053,cust_53,True,2024-01-23,@ShopHelp where's my refund for order 636265?? you people took the item back but never gave my money,200053,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,636265
100054,cust_54,True,2024-02-20,"Hi @ShopHelp, can you tell me the status of order #945687? No shipping confirmation yet.",200054,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",945687
100055,cust_55,True,2024-07-20,"@ShopHelp sneakers from order 795612 is missing parts, can barely use it",200055,,product_defect,That's not the experience we want for you — DM us order #795612 with photos and we'll get this sorted quickly. ^KM,795612
100056,cust_56,True,2024-07-15,@ShopHelp where's my refund for order 410016?? you people took the item back but never gave my money,200056,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,410016
100057,cust_57,True,2024-05-16,"@ShopHelp the lamp I got in order 415568 stopped working after 2 days, this is so disappointing",200057,,product_defect,That's not the experience we want for you — DM us order #415568 with photos and we'll get this sorted quickly. ^KM,415568
100058,cust_58,True,2024-04-26,"@ShopHelp refund for 708158 still hasn't hit my card after 7 days, your policy says 5-7 business days",200058,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,708158
100059,cust_59,True,2024-02-17,"@ShopHelp need a refund on order 934692, product is defective, already contacted support twice with no response",200059,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,934692
100060,cust_60,True,2024-04-25,"@ShopHelp the jacket I got in order 335552 stopped working after 2 days, this is so disappointing",200060,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,335552
100061,cust_61,True,2024-07-25,"@ShopHelp order 905819 arrived with a cracked screen on the watch, box looked fine so it must've shipped that way",200061,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,905819
100062,cust_62,True,2024-03-26,"@ShopHelp this is unacceptable, order 254739 was supposed to arrive 2 days ago and now tracking just stopped updating",200062,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",254739
100063,cust_63,True,2024-08-26,"@ShopHelp refund for 684482 still hasn't hit my card after 5 days, your policy says 5-7 business days",200063,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,684482
100064,cust_64,True,2024-09-24,"@ShopHelp love the new app redesign, so much easier to track orders now",200064,,praise_feedback,We're so glad to hear that! Thanks for the kind words. ^KM,724377
100065,cust_65,True,2024-05-26,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200065,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,879779
100066,cust_66,True,2024-04-18,"@ShopHelp I returned item from order 350867 over 2 weeks ago and still no refund, this is ridiculous",200066,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,350867
100067,cust_67,True,2024-07-14,"@ShopHelp order 666390 arrived completely crushed, box was soaking wet too",200067,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",666390
100068,cust_68,True,2024-07-11,"@ShopHelp my account got locked after I tried logging in from my new phone, need help ASAP",200068,,account_access,We can help with that — DM us the email on file (not the password) and we'll look into the login issue. ^AS,167348
100069,cust_69,True,2024-07-25,@ShopHelp hey where is my order #540552? placed it 8 days ago and tracking hasn't moved,200069,,order_status,Thanks for flagging this! Could you DM us order #540552 along with your shipping address so we can pull up the exact status? ^AS,540552
100070,cust_70,True,2024-09-17,"@ShopHelp tracking says 'label created' for 6 days now on order 468845, is it actually shipped??",200070,,order_status,Thanks for flagging this! Could you DM us order #468845 along with your shipping address so we can pull up the exact status? ^AS,468845
100071,cust_71,True,2024-06-22,"@ShopHelp I returned item from order 386193 over 2 weeks ago and still no refund, this is ridiculous",200071,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,386193
100072,cust_72,True,2024-07-28,"@ShopHelp not receiving the password reset email, checked spam too",200072,,account_access,Sorry for the trouble! Please DM the email associated with your account and we'll help unlock/reset it. ^RT,981334
100073,cust_73,True,2024-03-11,"@ShopHelp the backpack I got in order 128418 stopped working after 2 days, this is so disappointing",200073,,product_defect,That's not the experience we want for you — DM us order #128418 with photos and we'll get this sorted quickly. ^KM,128418
100074,cust_74,True,2024-07-18,"@ShopHelp courier marked 443254 as delivered 5 days ago, nothing on my porch, checked with neighbors too",200074,,delivery_issue,So sorry to hear that! Send us a DM with order #443254 and we'll start a lost package claim right away. ^RT,443254
100075,cust_75,True,2024-01-27,"@ShopHelp I can't log into my account, keeps saying invalid password even after reset",200075,,account_access,We can help with that — DM us the email on file (not the password) and we'll look into the login issue. ^AS,972335
100076,cust_76,True,2024-04-16,@ShopHelp hey where is my order #466960? placed it 5 days ago and tracking hasn't moved,200076,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,466960
100077,cust_77,True,2024-02-28,"@ShopHelp I was charged twice for order 751517, please refund the duplicate charge immediately",200077,,billing_dispute,That shouldn't happen — DM us order #751517 and we'll look into the charge discrepancy right away. ^RT,751517
100078,cust_78,True,2024-03-19,"@ShopHelp your customer service is honestly the worst, been on hold for 40 minutes",200078,,general_complaint,We're really sorry to hear that and we want to make this right. Can you DM us more details so we can look into what happened? ^KM,587623
100079,cust_79,True,2024-04-12,"@ShopHelp tracking says 'label created' for 6 days now on order 126925, is it actually shipped??",200079,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",126925
100080,cust_80,True,2024-02-28,"@ShopHelp headphones from order 970917 is missing parts, can barely use it",200080,,product_defect,That's not the experience we want for you — DM us order #970917 with photos and we'll get this sorted quickly. ^KM,970917
100081,cust_81,True,2024-02-26,"@ShopHelp there's a charge on my card from you that I don't recognize at all, order 464069?? I never ordered this",200081,,billing_dispute,That shouldn't happen — DM us order #464069 and we'll look into the charge discrepancy right away. ^RT,464069
100082,cust_82,True,2024-06-24,"@ShopHelp the watch I got in order 113266 stopped working after 2 days, this is so disappointing",200082,,product_defect,That's not the experience we want for you — DM us order #113266 with photos and we'll get this sorted quickly. ^KM,113266
100083,cust_83,True,2024-09-25,"@ShopHelp not receiving the password reset email, checked spam too",200083,,account_access,We can help with that — DM us the email on file (not the password) and we'll look into the login issue. ^AS,556641
100084,cust_84,True,2024-05-24,@ShopHelp where's my refund for order 965845?? you people took the item back but never gave my money,200084,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,965845
100085,cust_85,True,2024-06-15,@ShopHelp my package for order 587282 shows delivered but I never got it. This is the second time this month!!,200085,,delivery_issue,So sorry to hear that! Send us a DM with order #587282 and we'll start a lost package claim right away. ^RT,587282
100086,cust_86,True,2024-09-10,"@ShopHelp need a refund on order 472060, product is defective, already contacted support twice with no response",200086,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,472060
100087,cust_87,True,2024-09-17,"@ShopHelp refund for 300337 still hasn't hit my card after 3 days, your policy says 5-7 business days",200087,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,300337
100088,cust_88,True,2024-05-17,"@ShopHelp I can't log into my account, keeps saying invalid password even after reset",200088,,account_access,Sorry for the trouble! Please DM the email associated with your account and we'll help unlock/reset it. ^RT,777278
100089,cust_89,True,2024-09-26,"@ShopHelp need a refund on order 355123, product is defective, already contacted support twice with no response",200089,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,355123
100090,cust_90,True,2024-08-18,"@ShopHelp courier marked 882169 as delivered 14 days ago, nothing on my porch, checked with neighbors too",200090,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,882169
100091,cust_91,True,2024-09-15,"@ShopHelp courier marked 341736 as delivered 3 days ago, nothing on my porch, checked with neighbors too",200091,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",341736
100092,cust_92,True,2024-05-13,"@ShopHelp just checking in on my order 874483, still says processing",200092,,order_status,Thanks for flagging this! Could you DM us order #874483 along with your shipping address so we can pull up the exact status? ^AS,874483
100093,cust_93,True,2024-01-27,"@ShopHelp I was charged twice for order 410636, please refund the duplicate charge immediately",200093,,billing_dispute,That shouldn't happen — DM us order #410636 and we'll look into the charge discrepancy right away. ^RT,410636
100094,cust_94,True,2024-03-25,"Hi @ShopHelp, can you tell me the status of order #147726? No shipping confirmation yet.",200094,,order_status,Thanks for flagging this! Could you DM us order #147726 along with your shipping address so we can pull up the exact status? ^AS,147726
100095,cust_95,True,2024-06-15,"@ShopHelp tracking says 'label created' for 6 days now on order 112861, is it actually shipped??",200095,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",112861
100096,cust_96,True,2024-08-12,"@ShopHelp just wanted to say your support team was super helpful resolving my order 364742 today, thank you!",200096,,praise_feedback,We're so glad to hear that! Thanks for the kind words. ^KM,364742
100097,cust_97,True,2024-02-17,"@ShopHelp the jacket I got in order 819796 stopped working after 2 days, this is so disappointing",200097,,product_defect,That's not the experience we want for you — DM us order #819796 with photos and we'll get this sorted quickly. ^KM,819796
100098,cust_98,True,2024-04-26,"@ShopHelp just checking in on my order 901577, still says processing",200098,,order_status,Thanks for flagging this! Could you DM us order #901577 along with your shipping address so we can pull up the exact status? ^AS,901577
100099,cust_99,True,2024-01-13,"@ShopHelp this is unacceptable, order 564226 was supposed to arrive 6 days ago and now tracking just stopped updating",200099,,delivery_issue,So sorry to hear that! Send us a DM with order #564226 and we'll start a lost package claim right away. ^RT,564226
100100,cust_100,True,2024-03-17,"@ShopHelp why is it so hard to get a human on the phone, this app is a mess",200100,,general_complaint,We're really sorry to hear that and we want to make this right. Can you DM us more details so we can look into what happened? ^KM,317881
100101,cust_101,True,2024-08-19,"@ShopHelp tracking says 'label created' for 4 days now on order 178711, is it actually shipped??",200101,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",178711
100102,cust_102,True,2024-04-18,@ShopHelp hey where is my order #402099? placed it 6 days ago and tracking hasn't moved,200102,,order_status,Thanks for flagging this! Could you DM us order #402099 along with your shipping address so we can pull up the exact status? ^AS,402099
100103,cust_103,True,2024-03-18,"@ShopHelp I was charged twice for order 755420, please refund the duplicate charge immediately",200103,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,755420
100104,cust_104,True,2024-08-13,"@ShopHelp charged $89 more than what the checkout page showed for order 174878, this better get fixed",200104,,billing_dispute,That shouldn't happen — DM us order #174878 and we'll look into the charge discrepancy right away. ^RT,174878
100105,cust_105,True,2024-02-11,"@ShopHelp refund for 418862 still hasn't hit my card after 8 days, your policy says 5-7 business days",200105,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,418862
100106,cust_106,True,2024-02-17,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200106,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,870214
100107,cust_107,True,2024-03-25,"@ShopHelp love the new app redesign, so much easier to track orders now",200107,,praise_feedback,"That means a lot, thank you for sharing! 😊 ^AS",976566
100108,cust_108,True,2024-02-25,"@ShopHelp refund for 563711 still hasn't hit my card after 6 days, your policy says 5-7 business days",200108,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,563711
100109,cust_109,True,2024-07-25,"@ShopHelp order 449499 arrived completely crushed, box was soaking wet too",200109,,delivery_issue,So sorry to hear that! Send us a DM with order #449499 and we'll start a lost package claim right away. ^RT,449499
100110,cust_110,True,2024-06-18,"@ShopHelp this is unacceptable, order 519904 was supposed to arrive 14 days ago and now tracking just stopped updating",200110,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",519904
100111,cust_111,True,2024-09-24,@ShopHelp my package for order 910075 shows delivered but I never got it. This is the second time this month!!,200111,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,910075
100112,cust_112,True,2024-01-16,"@ShopHelp refund for 296694 still hasn't hit my card after 14 days, your policy says 5-7 business days",200112,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,296694
100113,cust_113,True,2024-01-17,"@ShopHelp this is unacceptable, order 237377 was supposed to arrive 6 days ago and now tracking just stopped updating",200113,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",237377
100114,cust_114,True,2024-02-17,"@ShopHelp not receiving the password reset email, checked spam too",200114,,account_access,We can help with that — DM us the email on file (not the password) and we'll look into the login issue. ^AS,425845
100115,cust_115,True,2024-08-19,"@ShopHelp following up from DM, checking if anyone's there",200115,,other,"Great question! Please check our official Instagram bio for verified giveaway info, we want to make sure you don't get scammed. ^RT",218972
100116,cust_116,True,2024-08-27,"@ShopHelp refund for 386706 still hasn't hit my card after 8 days, your policy says 5-7 business days",200116,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,386706
100117,cust_117,True,2024-07-20,@ShopHelp hey where is my order #299869? placed it 14 days ago and tracking hasn't moved,200117,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",299869
100118,cust_118,True,2024-08-14,"@ShopHelp really disappointed with my experience lately, used to love shopping here",200118,,general_complaint,That's not the experience we want you to have — please DM us so we can dig into this personally. ^RT,632401
100119,cust_119,True,2024-06-16,"@ShopHelp refund for 607868 still hasn't hit my card after 7 days, your policy says 5-7 business days",200119,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,607868
100120,cust_120,True,2024-06-25,"@ShopHelp fast shipping on order 350405, really impressed, will order again",200120,,praise_feedback,"That means a lot, thank you for sharing! 😊 ^AS",350405
100121,cust_121,True,2024-08-11,"@ShopHelp not receiving the password reset email, checked spam too",200121,,account_access,Sorry for the trouble! Please DM the email associated with your account and we'll help unlock/reset it. ^RT,950823
100122,cust_122,True,2024-09-24,"@ShopHelp tracking says 'label created' for 7 days now on order 718849, is it actually shipped??",200122,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,718849
100123,cust_123,True,2024-05-20,@ShopHelp hey where is my order #251157? placed it 8 days ago and tracking hasn't moved,200123,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",251157
100124,cust_124,True,2024-06-25,"@ShopHelp coffee maker from order 516791 is missing parts, can barely use it",200124,,product_defect,That's not the experience we want for you — DM us order #516791 with photos and we'll get this sorted quickly. ^KM,516791
100125,cust_125,True,2024-04-12,"@ShopHelp please cancel order 137642, hasn't shipped yet I hope",200125,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,137642
100126,cust_126,True,2024-01-11,@ShopHelp where's my refund for order 203225?? you people took the item back but never gave my money,200126,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,203225
100127,cust_127,True,2024-03-17,"@ShopHelp courier marked 158845 as delivered 6 days ago, nothing on my porch, checked with neighbors too",200127,,delivery_issue,So sorry to hear that! Send us a DM with order #158845 and we'll start a lost package claim right away. ^RT,158845
100128,cust_128,True,2024-07-17,@ShopHelp where's my refund for order 693418?? you people took the item back but never gave my money,200128,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,693418
